Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Suc de visine Prigat,48,0,0,14,0,"1 sticla = 0,5 l"
Suc fresh mandarine Mega Image,47,0.8,0.1,10.6,0,1 sticla = 480 ml
Suc fructe de padure Tymbark,27,0,0,6.8,1,1 cutie = 1000 ml
Suc light cu aloe vera Vedda,2,0,0,0.4,0,
Suc mere 50% Sun Gold ,38,0.1,0.1,9.5,0,1 cutie = 1000 ml
Suc morcov si mar Vita Premium,35,0,0,8.6,1.2,1 sticla = 1000 ml
"Suc morcov, gutui si mere cu pulpa Vita Premium",40,2,0.6,10,2.2,1 sticla = 1000 ml
Suc multifruct Becker Bester FruhstucksSalt,48,0.4,0.1,10.5,0.4,1 cutie = 1 l
Suc natural Aloe Vera King,38.3,0,0,9.4,0,
Suc natural de lamaie,26,0.4,0,8.9,0.4,1 lamaie = 50 g suc
Suc natural de mere 100% Santal,45,0.1,0.1,11,0,
Suc natural de merisoare Santal,44,0.1,0.1,10.6,0,
Suc natural de portocale fara zahar Santal,40,0.6,0.2,9,0.3,
Suc natural de rodii Santal,55,0.1,0.1,13.5,0,
Suc portocale Active Fitness Pfanner,14.1,0.3,0,2.9,0.4,
Suc portocale Cappy Tempo,47,0,0,15,0,
Suc portocale grecesti Olympus,48,0.7,0,11.7,0,
Suc portocale100% cu pulpa Pfanner,43,0.7,0.2,9,0.7,1 cutie = 2.0 l
"Suc raw juice, mar, morcov, sfecla, ghimbir, lamaie Urban Monkey",39,0.7,0.1,8.4,0,
"Suc raw portocala, morcov, amanas, mango, ghimbir Urban Monkey",39,1.1,0.3,8.3,2,1 sticla = 330 ml
Suc rosii Tymbark,15,0.9,0.2,2.4,0,
Suc struguri Hey Ho,20,0.1,0,4.6,0,1 cutie = 2 l
Suc tutti frutti Adria,7.4,0,0,1.7,0,
Suc visine Souplesse,11.7,0,0,2.6,0,
Tedi cu morcovi si banane,52,0.3,0.1,12,0,
Tequila Sunrise,110,0.3,0.1,11.3,0,
Vermut 13%,158,0,0,15.9,0,
Vin alb sec,73,0,0,2.4,0,
Vin rosu demi-dulce,98,0,0,5.5,0,
Vin rosu dulce,106,0,0,8.2,0,
Vodka,231,0,0,0,0,
